Date,Price,Open,High,Low,Vol.,Change %
1-Apr-97,393.75,397.5,407,392.5,5.34K,-0.94%
31-Mar-97,397.5,401.5,408,396,5.76K,-1.06%
27-Mar-97,401.75,396,402.5,396,3.90K,1.58%
26-Mar-97,395.5,389.5,397.5,389.25,4.68K,1.54%
25-Mar-97,389.5,386.25,391,386.25,2.77K,0.78%
24-Mar-97,386.5,390,390,385,3.47K,-0.90%
21-Mar-97,390,394.5,396,387,5.05K,-1.89%
20-Mar-97,397.5,391,403,390.25,9.02K,5.16%
19-Mar-97,378,378.5,379,377,8.87K,0.27%
18-Mar-97,377,374,378.5,373,0.11K,0.20%
17-Mar-97,376.25,383,383,375,0.12K,-1.83%
14-Mar-97,383.25,377,384.5,377,0.07K,2.47%
13-Mar-97,374,376,376,369,0.07K,-0.53%
12-Mar-97,376,382,383,376,0.06K,-1.31%
11-Mar-97,381,371,381,370,0.16K,1.20%
10-Mar-97,376.5,381,381,371.5,0.18K,0.40%
7-Mar-97,375,379,380.5,368,0.29K,0.40%
6-Mar-97,373.5,365,375,365,0.52K,1.91%
5-Mar-97,366.5,366.5,375,363,0.86K,-1.21%
4-Mar-97,371,375,380,368,0.89K,-0.54%
3-Mar-97,373,373,379,370,1.36K,-6.16%
1-Mar-97,397.5,373,408,363,48.18K,6.57%
28-Feb-97,373,368,375.5,364,2.95K,1.29%
27-Feb-97,368.25,369.5,373,367,6.73K,-0.67%
26-Feb-97,370.75,377,378,370.5,5.49K,-1.66%
25-Feb-97,377,374,378,368,4.37K,0.53%
24-Feb-97,375,373,380,370,9.69K,0.54%
21-Feb-97,373,366,375.5,361,6.78K,2.54%
20-Feb-97,363.75,359.5,365,359,6.20K,1.18%
19-Feb-97,359.5,364,368,358.5,7.11K,-1.30%
18-Feb-97,364.25,361.5,370,361.5,7.72K,1.32%
14-Feb-97,359.5,359,362,357,4.64K,0.14%
13-Feb-97,359,357,363,356,8.30K,0.49%
12-Feb-97,357.25,362,365.5,354,11.52K,-1.31%
11-Feb-97,362,352.5,363,351,13.60K,2.70%
10-Feb-97,352.5,358,360.5,352,8.13K,-0.98%
7-Feb-97,356,357.75,358,354.5,7.50K,-0.56%
6-Feb-97,358,363.5,365.25,357,7.85K,-0.97%
5-Feb-97,361.5,357,362,356,7.33K,1.05%
4-Feb-97,357.75,362.5,362.5,356.5,8.56K,-1.04%
3-Feb-97,361.5,358.5,363,357,9.80K,-3.08%
1-Feb-97,373,358.5,380,351,144.26K,3.68%
31-Jan-97,359.75,370.5,370.5,357,17.52K,-2.84%
30-Jan-97,370.25,370,373.5,370,4.75K,0.00%
29-Jan-97,370.25,373.25,375.5,370,7.27K,-0.74%
28-Jan-97,373,372,374.5,371.25,5.65K,0.40%
27-Jan-97,371.5,375.5,376,371,5.99K,-0.93%
24-Jan-97,375,376,379.5,374.5,4.59K,-0.20%
23-Jan-97,375.75,379,379.5,374,9.33K,-0.92%
22-Jan-97,379.25,382,385,378.5,7.34K,-0.78%
21-Jan-97,382.25,377,382.75,375,9.04K,1.26%
20-Jan-97,377.5,378.5,385.5,375,12.47K,-0.79%
17-Jan-97,380.5,388.25,388.25,379.25,10.28K,-1.74%
16-Jan-97,387.25,390,390.5,382.5,11.23K,-0.77%
15-Jan-97,390.25,388,391,386,6.88K,0.58%
14-Jan-97,388,391,392,387,8.02K,-0.77%
13-Jan-97,391,388,391.5,384,10.55K,1.03%
10-Jan-97,387,389,399.75,385.5,16.23K,-0.58%
9-Jan-97,389.25,394,395,388,8.76K,-1.46%
8-Jan-97,395,393.5,397.5,393.5,7.84K,0.64%
7-Jan-97,392.5,388,393,387,6.90K,1.03%
6-Jan-97,388.5,385.5,394.5,384.25,9.92K,1.17%
3-Jan-97,384,389.5,391,383,6.67K,-1.35%
2-Jan-97,389.25,381,391,381,7.31K,8.20%
1-Jan-97,359.75,381,399.75,357,194.50K,-5.64%
31-Dec-96,381.25,381.5,386,380.25,4.54K,-0.20%
30-Dec-96,382,388.75,389,381.5,7.46K,-1.93%
27-Dec-96,389.5,394,396,389,3.32K,-1.14%
26-Dec-96,394,393,398.5,392,4.57K,0.57%
24-Dec-96,391.75,390.5,392.5,386.5,2.98K,0.32%
23-Dec-96,390.5,393,393,389.5,5.22K,-0.70%
20-Dec-96,393.25,400,400,392,8.58K,-2.42%
